,model,title,subtitle,link,price,seller,year,body,mileage,engine,transmission,fuel,BHP,owners,distance
3687,Volvo XC40,Volvo XC40,1.5h T4 Recharge 10.7kWh R-Design Auto Euro 6 (s/s) 5dr,https://www.autotrader.co.uk/car-details/202303034856776,35495,4.6 (10 reviews) king's lynn (112 miles),2021,SUV,13442.0,1.5L,Automatic,Petrol Plug-in Hybrid,,,112
220,Toyota Corolla,Toyota Corolla,1.8 VVT-h Design CVT Euro 6 (s/s) 5dr,https://www.autotrader.co.uk/car-details/202303095061878,21990,5.0 (3 reviews) king's lynn (112 miles),2020,Hatchback,16827.0,1.8L,Automatic,Petrol Hybrid,,,112
1701,Honda Civic,Honda Civic,1.0 VTEC Turbo EX Euro 6 (s/s) 5dr,https://www.autotrader.co.uk/car-details/202205145693847,17495,wellingborough (112 miles),2020,Hatchback,31406.0,1.0L,Manual,Petrol,,,112
2234,Kia Niro,KIA Niro,64kWh 2 SUV 5dr Electric Auto (201 bhp),https://www.autotrader.co.uk/car-details/202212222720944,21949,4.6 (126 reviews) king's lynn (112 miles),2021,SUV,12913.0,,Automatic,Electric,201.0,,112
2575,Kia Niro,KIA Niro,1.6h GDi 2 SUV 5dr Petrol Hybrid DCT Euro 6 (s/s) (139 bhp),https://www.autotrader.co.uk/car-details/202305147365813,24500,northampton (112 miles),2022,SUV,8000.0,1.6L,Automatic,Petrol Hybrid,,,112
474,Toyota Corolla,Toyota Corolla,1.8 VVT-h Icon Tech Hatchback 5dr Petrol Hybrid CVT Euro 6 (s/s) (122 ps),https://www.autotrader.co.uk/car-details/202302074036588,17495,4.6 (126 reviews) king's lynn (112 miles),2020,Hatchback,49852.0,1.8L,Automatic,Petrol Hybrid,121.0,,112
3059,Volvo XC40,Volvo XC40,2.0 D3 Momentum Euro 6 (s/s) 5dr,https://www.autotrader.co.uk/car-details/202305036949296,19558,4.5 (1337 reviews) kings lynn (112 miles),2020,SUV,82097.0,2.0L,Manual,Diesel,,,112
2702,Kia Niro,KIA Niro,64.8kWh 3 SUV 5dr Electric Auto (201 bhp),https://www.autotrader.co.uk/car-details/202304035927106,35899,4.6 (126 reviews) king's lynn (112 miles),2022,SUV,5956.0,,Automatic,Electric,201.0,,112
1572,Hyundai Ioniq 5,Hyundai IONIQ 5,73kWh Ultimate Hatchback 5dr Electric Auto (217 ps),https://www.autotrader.co.uk/car-details/202304206481864,39995,rushden (113 miles),2022,Hatchback,4714.0,,Automatic,Electric,,,113
3057,Volvo XC40,Volvo XC40,T3 Inscription Automatic 1.5 5dr,https://www.autotrader.co.uk/car-details/202304066039078,28950,5.0 (11 reviews) northampton (114 miles),2020,SUV,23873.0,1.5L,Automatic,Petrol,161.0,,114
3451,Volvo XC40,Volvo XC40,T5 Recharge R-Design Pro 1.5 5dr,https://www.autotrader.co.uk/car-details/202303024822748,39950,5.0 (11 reviews) northampton (114 miles),2021,SUV,8264.0,1.5L,Automatic,Petrol Plug-in Hybrid,177.0,,114
4043,Volvo XC40,Volvo XC40,"Recharge Ultimate, T5 plug-in hybrid, Electric/Petrol, Dark 1.5 5dr",https://www.autotrader.co.uk/car-details/202303255607642,49450,5.0 (11 reviews) northampton (114 miles),2023,SUV,1995.0,1.5L,Automatic,Petrol Plug-in Hybrid,177.0,,114
3591,Volvo XC40,Volvo XC40,Recharge T5 R-Design 1.5 5dr,https://www.autotrader.co.uk/car-details/202208138745601,39650,5.0 (11 reviews) northampton (114 miles),2021,SUV,7067.0,1.5L,Automatic,Petrol Plug-in Hybrid,177.0,,114
3850,Volvo XC40,Volvo XC40,170KW RECHARGE PRO 69KWH 5dr,https://www.autotrader.co.uk/car-details/202303175329698,44450,5.0 (11 reviews) northampton (114 miles),2022,SUV,2859.0,,Automatic,Electric,,,114
4581,Volkswagen ID.4,Volkswagen ID.4,Pro Performance 77kWh Life Auto 5dr,https://www.autotrader.co.uk/car-details/202304286788241,37299,4.7 (27 reviews) northampton (114 miles),2022,SUV,8148.0,,Automatic,Electric,204.0,,114
4149,Volvo XC40,Volvo XC40,T5 Recharge Ultimate Dark (Polestar Optimised) 1.5 5dr,https://www.autotrader.co.uk/car-details/202303285696114,49950,5.0 (11 reviews) northampton (114 miles),2023,SUV,1700.0,1.5L,Automatic,Petrol Plug-in Hybrid,177.0,,114
3618,Volvo XC40,Volvo XC40,P8 AWD Recharge First Edition 5dr,https://www.autotrader.co.uk/car-details/202303175329701,44950,5.0 (11 reviews) northampton (114 miles),2021,SUV,6002.0,,Automatic,Electric,,,114
3842,Volvo XC40,Volvo XC40,T5 Recharge Ultimate Dark 1.5 5dr,https://www.autotrader.co.uk/car-details/202211011275811,45450,5.0 (11 reviews) northampton (114 miles),2022,SUV,6855.0,1.5L,Automatic,Petrol Plug-in Hybrid,177.0,,114
737,Toyota Corolla,Toyota Corolla,1.8 VVT-h Excel CVT Euro 6 (s/s) 5dr,https://www.autotrader.co.uk/car-details/202303235534376,24344,4.3 (38 reviews) northampton (114 miles),2021,Hatchback,8972.0,1.8L,Automatic,Petrol Hybrid,,,114
2668,Kia Niro,KIA Niro,64.8kWh 3 Auto 5dr,https://www.autotrader.co.uk/car-details/202302164333526,38995,5.0 (19 reviews) northampton (114 miles),2022,SUV,5911.0,,Automatic,Electric,,,114
4057,Volvo XC40,Volvo XC40,"Recharge Ultimate, T5 plug-in hybrid, Electric/Petrol, Dark 1.5 5dr",https://www.autotrader.co.uk/car-details/202303255607642,49450,5.0 (11 reviews) northampton (114 miles),2023,SUV,1995.0,1.5L,Automatic,Petrol Plug-in Hybrid,177.0,,114
3109,Volvo XC40,Volvo XC40,2.0 D3 Inscription Euro 6 (s/s) 5dr,https://www.autotrader.co.uk/car-details/202303245577136,23799,4.7 (995 reviews) kings lynn (114 miles),2020,SUV,64100.0,2.0L,Manual,Diesel,,,114
3831,Volvo XC40,Volvo XC40,T5 Recharge Ultimate plug-in hybrid Bright 1.5 5dr,https://www.autotrader.co.uk/car-details/202303255619534,44950,5.0 (11 reviews) northampton (114 miles),2022,SUV,3458.0,1.5L,Automatic,Petrol Plug-in Hybrid,177.0,,114
92,Toyota Corolla,Toyota Corolla,1.8 VVT-h GR SPORT CVT Euro 6 (s/s) 5dr,https://www.autotrader.co.uk/car-details/202303315819866,19848,4.3 (38 reviews) northampton (114 miles),2020,Hatchback,41102.0,1.8L,Automatic,Petrol Hybrid,,,114
1429,Hyundai Ioniq,Hyundai Ioniq,1.6 h-GDi 8.9kWh Premium DCT Euro 6 (s/s) 5dr,https://www.autotrader.co.uk/car-details/202303095075837,25899,4.2 (5 reviews) northampton (114 miles),2022,Hatchback,5000.0,1.6L,Automatic,Petrol Plug-in Hybrid,140.0,,114
1427,Hyundai Ioniq,Hyundai Ioniq,38.3kWh Premium SE Auto 5dr,https://www.autotrader.co.uk/car-details/202302094088927,21299,4.2 (5 reviews) northampton (114 miles),2022,Hatchback,15805.0,,Automatic,Electric,134.0,,114
3669,Volvo XC40,Volvo XC40,T4 Recharge R-Design 1.5 5dr,https://www.autotrader.co.uk/car-details/202305137325170,37450,5.0 (11 reviews) northampton (114 miles),2021,SUV,4588.0,1.5L,Automatic,Petrol Plug-in Hybrid,,,114
3899,Volvo XC40,Volvo XC40,"T5 Recharge Ultimate Dark (Black Leather, Pan Roof, 360 Camera) 1.5 5dr",https://www.autotrader.co.uk/car-details/202210110608234,45950,5.0 (11 reviews) northampton (114 miles),2022,SUV,3568.0,1.5L,Automatic,Petrol Plug-in Hybrid,177.0,,114
2112,Kia Niro,KIA Niro,64kWh 4 Auto 5dr,https://www.autotrader.co.uk/car-details/202304246601003,25495,5.0 (19 reviews) northampton (114 miles),2020,SUV,23176.0,,Automatic,Electric,,,114
3152,Volvo XC40,Volvo XC40,"Recharge R-Design Pro, T5 plug-in hybrid 1.5 5dr",https://www.autotrader.co.uk/car-details/202304186412545,36950,5.0 (11 reviews) northampton (114 miles),2020,SUV,19411.0,1.5L,Automatic,Petrol Plug-in Hybrid,177.0,,114
4933,Volkswagen ID.5,Volkswagen ID.5,Pro Performance 77kWh Style Auto 5dr,https://www.autotrader.co.uk/car-details/202305167445663,45999,4.7 (27 reviews) northampton (114 miles),2023,SUV,25.0,,Automatic,Electric,204.0,,114
3712,Volvo XC40,Volvo XC40,P8 AWD Recharge First Edition 5dr,https://www.autotrader.co.uk/car-details/202211041366068,43950,5.0 (11 reviews) northampton (114 miles),2021,SUV,11967.0,,Automatic,Electric,,,114
4077,Volvo XC40,Volvo XC40,"Recharge P6 Core, Single motor, Electric 5dr",https://www.autotrader.co.uk/car-details/202303245567822,43850,5.0 (11 reviews) northampton (114 miles),2023,SUV,3512.0,,Automatic,Electric,,,114
3420,Volvo XC40,Volvo XC40,Recharge P8 AWD (Winter Pack & Rear Camera) 5dr,https://www.autotrader.co.uk/car-details/202304276741983,37950,5.0 (11 reviews) northampton (114 miles),2021,SUV,14711.0,,Automatic,Electric,,,114
1379,Hyundai Ioniq,Hyundai Ioniq,1.6 GDi Hybrid Premium 5dr DCT Hybrid Hatchback,https://www.autotrader.co.uk/car-details/202304116155638,18750,4.8 (1023 reviews) worcester (114 miles),2021,Hatchback,53304.0,1.6L,Automatic,Petrol Hybrid,,,114
3787,Volvo XC40,Volvo XC40,T5 Recharge PHEV Inscription Pro 5dr Auto 1.5,https://www.autotrader.co.uk/car-details/202304276740240,39950,5.0 (1 review) northampton (114 miles),2022,SUV,14394.0,1.5L,Automatic,Petrol Plug-in Hybrid,177.0,,114
3769,Volvo XC40,Volvo XC40,"Plus, B4 AWD mild hybrid, Dark 2.0 5dr",https://www.autotrader.co.uk/car-details/202304206490191,38950,5.0 (11 reviews) northampton (114 miles),2022,SUV,4411.0,2.0L,Automatic,Petrol Hybrid,194.0,,114
3765,Volvo XC40,Volvo XC40,"Plus, B4 AWD mild hybrid, Petrol, Dark 2.0 5dr",https://www.autotrader.co.uk/car-details/202303255619537,37950,5.0 (11 reviews) northampton (114 miles),2022,SUV,3514.0,2.0L,Automatic,Petrol Hybrid,194.0,,114
3860,Volvo XC40,Volvo XC40,"Recharge Inscription, T4 plug-in hybrid 1.5 5dr",https://www.autotrader.co.uk/car-details/202302154297360,37250,5.0 (11 reviews) northampton (114 miles),2022,SUV,2312.0,1.5L,Automatic,Petrol Plug-in Hybrid,,,114
3004,Volvo XC40,Volvo XC40,T3 Inscription Pro 1.5 5dr,https://www.autotrader.co.uk/car-details/202302094102724,26950,5.0 (11 reviews) northampton (114 miles),2020,SUV,29158.0,1.5L,Manual,Petrol,161.0,,114
3091,Volvo XC40,Volvo XC40,"Inscription, B4 AWD mild hybrid 2.0 5dr",https://www.autotrader.co.uk/car-details/202304276741987,31450,5.0 (11 reviews) northampton (114 miles),2020,SUV,30525.0,2.0L,Automatic,Petrol Hybrid,194.0,,114
3528,Volvo XC40,Volvo XC40,"Recharge First Edition, P8 AWD pure electric 5dr",https://www.autotrader.co.uk/car-details/202304216510507,42950,5.0 (11 reviews) northampton (114 miles),2021,SUV,21914.0,,Automatic,Electric,,,114
970,Toyota Corolla,Toyota Corolla,2.0 VVT-h Excel CVT Euro 6 (s/s) 5dr,https://www.autotrader.co.uk/car-details/202305026905532,27132,4.3 (38 reviews) northampton (114 miles),2022,Hatchback,12713.0,2.0L,Automatic,Petrol Hybrid,,,114
3510,Volvo XC40,Volvo XC40,T5 Recharge Inscription Pro 1.5 5dr,https://www.autotrader.co.uk/car-details/202303044886392,39450,5.0 (11 reviews) northampton (114 miles),2021,SUV,12805.0,1.5L,Automatic,Petrol Plug-in Hybrid,177.0,,114
3480,Volvo XC40,Volvo XC40,"Recharge First Edition, P8 AWD pure electric 5dr",https://www.autotrader.co.uk/car-details/202304266695046,44950,5.0 (11 reviews) northampton (114 miles),2021,SUV,10295.0,,Automatic,Electric,,,114
3873,Volvo XC40,Volvo XC40,Recharge P6 Ultimate 69kWh Single motor 5dr,https://www.autotrader.co.uk/car-details/202301052987961,47950,5.0 (11 reviews) northampton (114 miles),2022,SUV,5821.0,,Automatic,Electric,,,114
879,Toyota Corolla,Toyota Corolla,1.8 VVT-h Design CVT Euro 6 (s/s) 5dr,https://www.autotrader.co.uk/car-details/202305097158819,24503,4.3 (38 reviews) northampton (114 miles),2022,Hatchback,5238.0,1.8L,Automatic,Petrol Hybrid,,,114
3532,Volvo XC40,Volvo XC40,T5 Recharge PHEV Inscription Pro 5dr Auto 1.5,https://www.autotrader.co.uk/car-details/202301052981566,39950,5.0 (1 review) northampton (114 miles),2021,SUV,9500.0,1.5L,Automatic,Petrol Plug-in Hybrid,177.0,,114
3884,Volvo XC40,Volvo XC40,170KW P6 Recharge Pro 5dr,https://www.autotrader.co.uk/car-details/202303175329700,44950,5.0 (11 reviews) northampton (114 miles),2022,SUV,4735.0,,Automatic,Electric,,,114
3477,Volvo XC40,Volvo XC40,"Recharge Inscription, T5 plug-in hybrid 1.5 5dr",https://www.autotrader.co.uk/car-details/202303165291953,37450,5.0 (11 reviews) northampton (114 miles),2021,SUV,7905.0,1.5L,Automatic,Petrol Plug-in Hybrid,177.0,,114
3469,Volvo XC40,Volvo XC40,"Recharge R-Design, T4 plug-in hybrid 1.5 5dr",https://www.autotrader.co.uk/car-details/202304216510511,34950,5.0 (11 reviews) northampton (114 miles),2021,SUV,19926.0,1.5L,Automatic,Petrol Plug-in Hybrid,,,114
657,Toyota Corolla,Toyota Corolla,1.8 VVT-h Icon Tech CVT Euro 6 (s/s) 5dr,https://www.autotrader.co.uk/car-details/202303135195115,19857,4.3 (38 reviews) northampton (114 miles),2021,Hatchback,27107.0,1.8L,Automatic,Petrol Hybrid,,,114
3017,Volvo XC40,Volvo XC40,T3 Momentum Pro Auto 1.5 5dr,https://www.autotrader.co.uk/car-details/202304256655647,28950,5.0 (11 reviews) northampton (114 miles),2020,SUV,31950.0,1.5L,Automatic,Petrol,161.0,,114
2805,Kia EV6,KIA EV6,77.4kWh GT-Line S Hatchback 5dr Electric Auto (226 bhp),https://www.autotrader.co.uk/car-details/202305107208905,44250,alcester (115 miles),2021,Hatchback,20464.0,,Automatic,Electric,,,115
4436,Vauxhall Astra,Vauxhall Astra,1.2 Turbo 130 GS Line 5dr,https://www.autotrader.co.uk/car-details/202302154282979,24663,4.8 (558 reviews) newtown (115 miles),2022,Hatchback,8011.0,1.2L,Manual,Petrol,,,115
2140,Kia Niro,KIA Niro,4 5dr,https://www.autotrader.co.uk/car-details/202301273648479,25995,4.8 (59 reviews) newtown (115 miles),2020,SUV,30352.0,,Automatic,Electric,,,115
1153,Hyundai Ioniq,Hyundai Ioniq,0.0 PREMIUM 5d 135 BHP WE ARE ZUTO APPROVED DEALER .,https://www.autotrader.co.uk/car-details/202209219973919,18980,4.9 (82 reviews) worcester (116 miles),2020,Hatchback,5861.0,,Automatic,Electric,135.0,,116
1115,Hyundai Ioniq,Hyundai Ioniq Hatchback,1.6 GDi Plug-in Hybrid Premium 5dr DCT,https://www.autotrader.co.uk/car-details/202304206489132,18999,4.9 (36 reviews) worcester (116 miles),2020,Hatchback,47750.0,1.6L,Automatic,Petrol Plug-in Hybrid,,,116
1232,Hyundai Ioniq,Hyundai Ioniq,1.6 GDi (105ps) Premium Plug-in Hybrid 5dr,https://www.autotrader.co.uk/car-details/202305047001715,18298,4.9 (36 reviews) worcester (116 miles),2020,Hatchback,42024.0,1.6L,Automatic,Petrol Plug-in Hybrid,,,116
1332,Hyundai Ioniq,Hyundai Ioniq,1.6 GDi (105ps) Premium Hybrid DCT 5Dr Hatch,https://www.autotrader.co.uk/car-details/202305047001710,16849,4.9 (36 reviews) worcester (116 miles),2021,Hatchback,42469.0,1.6L,Automatic,Petrol Hybrid,,,116
1374,Hyundai Ioniq,Hyundai Ioniq,1.6 GDi (105ps) Premium Hybrid DCT 5Dr Hatch,https://www.autotrader.co.uk/car-details/202305047001708,17949,4.9 (36 reviews) worcester (116 miles),2021,Hatchback,46331.0,1.6L,Automatic,Petrol Hybrid,,,116
1732,Honda Civic,Honda Civic Hatchback,1.0 VTEC Turbo 126 EX 5dr,https://www.autotrader.co.uk/car-details/202304286763271,18790,3.8 (5 reviews) worcester (116 miles),2020,Hatchback,21446.0,1.0L,Manual,Petrol,,,116
1203,Hyundai Ioniq,Hyundai Ioniq,1.6 GDi (105ps) Premium Plug-in Hybrid 5dr,https://www.autotrader.co.uk/car-details/202304055997572,18849,4.9 (36 reviews) worcester (116 miles),2020,Hatchback,48558.0,1.6L,Automatic,Petrol Plug-in Hybrid,,,116
666,Toyota Corolla,Toyota Corolla Hatchback,1.8 VVT-i Hybrid Excel 5dr CVT,https://www.autotrader.co.uk/car-details/202303295756801,23989,4.0 (8 reviews) worcester (116 miles),2021,Hatchback,13278.0,1.8L,Automatic,Petrol Hybrid,,,116
1086,Hyundai Ioniq,Hyundai Ioniq,1.6 GDi (105ps) Premium Hybrid DCT 5Dr Hatch,https://www.autotrader.co.uk/car-details/202304055997573,17699,4.9 (36 reviews) worcester (116 miles),2020,Hatchback,48001.0,1.6L,Automatic,Petrol Hybrid,,,116
1181,Hyundai Ioniq,Hyundai Ioniq,1.6 GDi (105ps) Premium Plug-in Hybrid 5dr,https://www.autotrader.co.uk/car-details/202304206489136,19999,4.9 (36 reviews) worcester (116 miles),2020,Hatchback,45256.0,1.6L,Automatic,Petrol Plug-in Hybrid,,,116
1604,Hyundai Ioniq 5,Hyundai IONIQ 5,IONIQ E 73kWh (217ps) Ultimate RWD Auto 5Dr Hatch,https://www.autotrader.co.uk/car-details/202304086100116,43599,4.9 (36 reviews) worcester (116 miles),2022,Hatchback,8108.0,,Automatic,Electric,,,116
1188,Hyundai Ioniq,Hyundai Ioniq,1.6 GDi (105ps) Premium SE Plug-in Hybrid 5dr,https://www.autotrader.co.uk/car-details/202304206489135,21899,4.9 (36 reviews) worcester (116 miles),2020,Hatchback,50061.0,1.6L,Automatic,Petrol Plug-in Hybrid,,,116
1073,Hyundai Ioniq,Hyundai Ioniq,1.6 GDi (105ps) Premium Plug-in Hybrid 5dr,https://www.autotrader.co.uk/car-details/202303225507896,18349,4.9 (36 reviews) worcester (116 miles),2020,Hatchback,47969.0,1.6L,Automatic,Petrol Plug-in Hybrid,,,116
1932,Kia Niro,KIA E-Niro Electric Estate,150kW 3 64kWh 5dr Auto,https://www.autotrader.co.uk/car-details/202305107197771,21550,4.9 (36 reviews) worcester (116 miles),2020,SUV,11314.0,,Automatic,Electric,,,116
1830,Honda Civic,Honda Civic Hatchback Hybrid,2.0 eHEV Sport 5dr CVT,https://www.autotrader.co.uk/car-details/202209230039003,34490,3.8 (5 reviews) worcester (116 miles),2022,Hatchback,7990.0,2.0L,Automatic,Petrol Hybrid,,,116
231,Toyota Corolla,Toyota Corolla Hatchback,1.8 VVT-i Hybrid Excel 5dr CVT,https://www.autotrader.co.uk/car-details/202304286789139,22949,4.0 (8 reviews) worcester (116 miles),2020,Hatchback,17422.0,1.8L,Automatic,Petrol Hybrid,,,116
4678,Volkswagen ID.4,Volkswagen Id.4 Estate,Style Edition 77kWh Pro Performance 204PS 1-speed automatic 5 Door,https://www.autotrader.co.uk/car-details/202303215471830,45990,4.6 (97 reviews) huntingdon (117 miles),2023,SUV,5000.0,,Automatic,Electric,,,117
3070,Volvo XC40,Volvo XC40,T3 MOMENTUM 1.5 5dr,https://www.autotrader.co.uk/car-details/202303225510940,26850,4.1 (13 reviews) king's lynn (118 miles),2020,SUV,17037.0,1.5L,Automatic,Petrol,161.0,,118
3069,Volvo XC40,Volvo XC40,T4 R-DESIGN AWD 2.0 5dr,https://www.autotrader.co.uk/car-details/202304256651686,32799,4.1 (13 reviews) king's lynn (118 miles),2020,SUV,14031.0,2.0L,Automatic,Petrol,188.0,2.0,118
3481,Volvo XC40,Volvo XC40,RECHARGE T5 INSCRIPTION PRO 1.5 5dr,https://www.autotrader.co.uk/car-details/202303105118743,39250,4.1 (13 reviews) king's lynn (118 miles),2021,SUV,3890.0,1.5L,Automatic,Petrol Plug-in Hybrid,177.0,,118
3018,Volvo XC40,Volvo XC40,T3 R-DESIGN PRO 1.5 5dr,https://www.autotrader.co.uk/car-details/202305097176209,29899,4.1 (13 reviews) king's lynn (118 miles),2020,SUV,22401.0,1.5L,Manual,Petrol,161.0,,118
4540,Volkswagen ID.4,Volkswagen ID.4,Pro Performance 77kWh Max SUV 5dr Electric Auto (204 ps),https://www.autotrader.co.uk/car-details/202305047005009,39995,dumfries (118 miles),2021,SUV,7737.0,,Automatic,Electric,,,118
3430,Volvo XC40,Volvo XC40,RECHARGE T4 INSCRIPTION 1.5 5dr,https://www.autotrader.co.uk/car-details/202211241966937,33950,4.1 (13 reviews) king's lynn (118 miles),2021,SUV,13849.0,1.5L,Automatic,Petrol Plug-in Hybrid,,,118
3078,Volvo XC40,Volvo XC40,T3 INSCRIPTION PRO 1.5 5dr,https://www.autotrader.co.uk/car-details/202303305785301,32999,4.1 (13 reviews) king's lynn (118 miles),2020,SUV,8523.0,1.5L,Automatic,Petrol,161.0,2.0,118
3569,Volvo XC40,Volvo XC40,P8 78kWh First Edition SUV 5dr Electric Auto AWD (408 ps),https://www.autotrader.co.uk/car-details/202305117268133,40550,fakenham (118 miles),2021,SUV,16012.0,,Automatic,Electric,,,118
3560,Volvo XC40,Volvo XC40,B4 INSCRIPTION AWD MHEV 2.0 5dr,https://www.autotrader.co.uk/car-details/202305157400893,40000,4.1 (13 reviews) king's lynn (118 miles),2021,SUV,1702.0,2.0L,Automatic,Petrol Hybrid,194.0,,118
3043,Volvo XC40,Volvo XC40,T5 R-DESIGN PRO AWD 2.0 5dr,https://www.autotrader.co.uk/car-details/202303195393668,34890,4.1 (13 reviews) king's lynn (118 miles),2020,SUV,16922.0,2.0L,Automatic,Petrol,244.0,2.0,118
3465,Volvo XC40,Volvo XC40,T3 R-DESIGN 1.5 5dr,https://www.autotrader.co.uk/car-details/202305097159500,35479,4.1 (13 reviews) king's lynn (118 miles),2021,SUV,7751.0,1.5L,Automatic,Petrol,161.0,,118
3825,Volvo XC40,Volvo XC40,"Recharge R-Design Pro, T5 plug-in hybrid 1.5 5dr",https://www.autotrader.co.uk/car-details/202301213464789,39699,4.1 (13 reviews) king's lynn (118 miles),2022,SUV,10000.0,1.5L,Automatic,Petrol Plug-in Hybrid,177.0,,118
3075,Volvo XC40,Volvo XC40 ESTATE,2.0 T4 Inscription Pro 5dr Geartronic,https://www.autotrader.co.uk/car-details/202304216511823,27831,towcester (119 miles),2020,SUV,51344.0,2.0L,Automatic,Petrol,188.0,,119
4495,Vauxhall Astra,Vauxhall Astra,GS LINE PHEV 1.6 5dr,https://www.autotrader.co.uk/car-details/202304296819304,32995,4.9 (36 reviews) dumfries (119 miles),2023,Hatchback,8.0,1.6L,Automatic,Petrol Plug-in Hybrid,,,119
4407,Vauxhall Astra,Vauxhall Astra,1.2 Turbo 145 SRi VX-Line Nav 5dr,https://www.autotrader.co.uk/car-details/202304206471373,16706,4.7 (809 reviews) evesham (120 miles),2021,Hatchback,17328.0,1.2L,Manual,Petrol,,,120
896,Toyota Corolla,Toyota Corolla Hatchback,1.8 VVT-i Hybrid GR Sport 5dr CVT,https://www.autotrader.co.uk/car-details/202303085040179,28271,3.7 (3 reviews) st ives (121 miles),2022,Hatchback,6608.0,1.8L,Automatic,Petrol Hybrid,,,121
9,Toyota Prius,Toyota Prius,1.8 VVT-h Business Edition Plus Hatchback 5dr Petrol Hybrid CVT Euro 6 (s/s) (15in Alloy) (122 ps),https://www.autotrader.co.uk/car-details/202303115139842,22489,4.8 (60 reviews) evesham (121 miles),2020,Hatchback,33960.0,1.8L,Automatic,Petrol Hybrid,,,121
4458,Vauxhall Astra,Vauxhall Astra,1.6t Gs Line Phev Auto 5dr,https://www.autotrader.co.uk/car-details/202302043923487,26999,4.7 (163 reviews) banbury (121 miles),2022,Hatchback,9604.0,1.6L,Automatic,Petrol Plug-in Hybrid,,,121
318,Toyota Corolla,Toyota Corolla,1.8 VVT-h Icon Tech Touring Sports CVT Euro 6 (s/s) 5dr,https://www.autotrader.co.uk/car-details/202302174377731,21495,4.8 (31 reviews) st ives (121 miles),2020,Estate,49852.0,1.8L,Automatic,Petrol Hybrid,,,121
729,Toyota Corolla,Toyota Corolla,1.8 VVT-i (122bhp) Design Hybrid CVT 5dr,https://www.autotrader.co.uk/car-details/202210220975379,21994,3.7 (3 reviews) st ives (121 miles),2021,Hatchback,15103.0,1.8L,Automatic,Petrol Hybrid,,,121
3231,Volvo XC40,Volvo XC40,1.5h T5 Twin Engine Recharge 10.7kWh Inscription Pro SUV 5dr Petrol Plug-in Hybrid Auto Euro 6 (s/s) (262 ps),https://www.autotrader.co.uk/car-details/202305067077242,36481,leominster (121 miles),2020,SUV,16026.0,1.5L,Automatic,Petrol Plug-in Hybrid,,,121
4390,Vauxhall Astra,Vauxhall Astra,1.5 Turbo D Sri Nav Hatchback 5dr Diesel Manual Euro 6 (s/s) (105 Ps),https://www.autotrader.co.uk/car-details/202304025877841,15299,4.7 (163 reviews) banbury (121 miles),2021,Hatchback,10302.0,1.5L,Manual,Diesel,,,121
4398,Vauxhall Astra,Vauxhall Astra,1.5 Td Griffin Edition 5dr,https://www.autotrader.co.uk/car-details/202303105106902,16890,4.7 (163 reviews) banbury (121 miles),2021,Hatchback,14665.0,1.5L,Manual,Diesel,,,121
555,Toyota Corolla,Toyota Corolla,2.0 VVT-h GR SPORT 5dr,https://www.autotrader.co.uk/car-details/202304266693685,25490,5.0 (92 reviews) hawick (122 miles),2021,Hatchback,18953.0,2.0L,Automatic,Petrol Hybrid,181.0,,122
1172,Hyundai Ioniq,Hyundai Ioniq,1.6 GDi Hybrid Premium SE 5dr DCT Hybrid Hatchback,https://www.autotrader.co.uk/car-details/202304045936016,21648,4.7 (517 reviews) banbury (122 miles),2020,Hatchback,18214.0,1.6L,Automatic,Petrol Hybrid,,,122
947,Toyota Corolla,Toyota Corolla,2.0 VVT-h Excel CVT Euro 6 (s/s) 5dr,https://www.autotrader.co.uk/car-details/202304246604334,26000,4.2 (15 reviews) bedford (124 miles),2022,Hatchback,8191.0,2.0L,Automatic,Petrol Hybrid,,,124
857,Toyota Corolla,Toyota Corolla,2.0 VVT-h Trek Special Edition Touring Sports 5dr Petrol Hybrid CVT Euro 6 (s/s) (184 ps),https://www.autotrader.co.uk/car-details/202303105107107,26740,4.2 (15 reviews) bedford (124 miles),2022,Estate,23183.0,2.0L,Automatic,Petrol Hybrid,,,124
462,Toyota Corolla,Toyota Corolla,2.0 VVT-h Design CVT Euro 6 (s/s) 5dr,https://www.autotrader.co.uk/car-details/202304286767989,23307,4.2 (15 reviews) bedford (124 miles),2020,Hatchback,11998.0,2.0L,Automatic,Petrol Hybrid,,,124
412,Toyota Corolla,Toyota Corolla,1.8 VVT-h Icon Tech CVT Euro 6 (s/s) 5dr,https://www.autotrader.co.uk/car-details/202304286767794,21997,4.2 (15 reviews) bedford (124 miles),2020,Hatchback,22330.0,1.8L,Automatic,Petrol Hybrid,,2.0,124
4269,Vauxhall Astra,Vauxhall Astra,1.2 Turbo SRi VX Line Nav Euro 6 (s/s) 5dr,https://www.autotrader.co.uk/car-details/202304055982212,12999,5.0 (37 reviews) st neots (124 miles),2020,Hatchback,44710.0,1.2L,Manual,Petrol,,3.0,124
2532,Kia Niro,KIA Niro,2 1.6 5dr,https://www.autotrader.co.uk/car-details/202305057031025,25999,4.6 (100 reviews) ely (125 miles),2022,SUV,4648.0,1.6L,Automatic,Petrol Hybrid,139.0,,125
2611,Kia Niro,KIA Niro,2 5dr,https://www.autotrader.co.uk/car-details/202303205422051,33599,4.6 (100 reviews) ely (125 miles),2022,SUV,3115.0,,Automatic,Electric,201.0,,125
