,model,title,subtitle,link,price,seller,year,body,mileage,engine,transmission,fuel,BHP,owners,distance
4050,Volvo XC40,Volvo XC40,B3 (P) Plus Dark Auto 2.0 5dr,https://www.autotrader.co.uk/car-details/202302094102580,37000,4.8 (90 reviews) huddersfield (13 miles),2023,SUV,1088.0,2.0L,Automatic,Petrol Hybrid,161.0,,13
2388,Kia Niro,KIA Niro,4 PLUS 5dr,https://www.autotrader.co.uk/car-details/202209220015322,29200,castleford (13 miles),2021,SUV,11371.0,,Automatic,Electric,201.0,2.0,13
1901,Kia Niro,KIA Niro,4 1.6 5dr,https://www.autotrader.co.uk/car-details/202305026896456,24600,castleford (13 miles),2020,SUV,12262.0,1.6L,Automatic,Petrol Hybrid,139.0,,13
4066,Volvo XC40,Volvo XC40,"T4 PHEV Recharge Plus Dark Auto (Intellisafe assist, 360 Camera) 1.5 5dr",https://www.autotrader.co.uk/car-details/202302164336760,40700,4.8 (90 reviews) huddersfield (13 miles),2023,SUV,3102.0,1.5L,Automatic,Petrol Plug-in Hybrid,,,13
3450,Volvo XC40,Volvo XC40,"B4 (P) AWD Inscription Auto (Climate, Driver Assist & Versatility Packs) 2.0 5dr",https://www.autotrader.co.uk/car-details/202304266679668,38000,4.8 (90 reviews) huddersfield (13 miles),2021,SUV,18175.0,2.0L,Automatic,Petrol Hybrid,194.0,,13
3332,Volvo XC40,Volvo XC40,T3 R-Design Auto (Xenium & Winter Packs) 1.5 5dr,https://www.autotrader.co.uk/car-details/202305097174141,31000,4.8 (90 reviews) huddersfield (13 miles),2020,SUV,18910.0,1.5L,Automatic,Petrol,161.0,,13
151,Toyota Corolla,Toyota Corolla,1.8 VVT-i (122bhp) Design Hybrid CVT 5dr,https://www.autotrader.co.uk/car-details/202209169834833,22495,4.7 (575 reviews) huddersfield (13 miles),2020,Hatchback,2961.0,1.8L,Automatic,Petrol Hybrid,,,13
1929,Kia Niro,KIA Niro,1.6 GDi Hybrid 2 5dr DCT,https://www.autotrader.co.uk/car-details/202304266713638,19999,4.6 (1392 reviews) castleford (13 miles),2020,SUV,10423.0,1.6L,Automatic,Petrol Hybrid,,,13
2300,Kia Niro,KIA Niro,3 1.6 5dr,https://www.autotrader.co.uk/car-details/202207187897562,23500,castleford (13 miles),2021,SUV,12798.0,1.6L,Automatic,Petrol Hybrid,139.0,,13
3485,Volvo XC40,Volvo XC40,P8 AWD Pure Electric Recharge First Edition (Driver Assist Pack) 5dr,https://www.autotrader.co.uk/car-details/202303175346588,47500,4.8 (90 reviews) huddersfield (13 miles),2021,SUV,9010.0,,Automatic,Electric,,,13
4071,Volvo XC40,Volvo XC40,T4 PHEV Recharge Plus Dark Auto (360 Camera) 1.5 5dr,https://www.autotrader.co.uk/car-details/202302164336763,44700,4.8 (90 reviews) huddersfield (13 miles),2023,SUV,1088.0,1.5L,Automatic,Petrol Plug-in Hybrid,,,13
4574,Volkswagen ID.4,Volkswagen Id.4,109kW Life Pure 52kWh 5dr Auto Electric Estate,https://www.autotrader.co.uk/car-details/202303185363213,33950,4.7 (98 reviews) huddersfield (13 miles),2022,SUV,3371.0,,Automatic,Electric,,,13
2539,Kia Niro,KIA Niro,3 1.6 5dr,https://www.autotrader.co.uk/car-details/202303305769937,25200,castleford (13 miles),2022,SUV,9299.0,1.6L,Automatic,Petrol Hybrid,139.0,,13
2027,Kia Niro,KIA Niro,4 5dr,https://www.autotrader.co.uk/car-details/202212172590620,26500,castleford (13 miles),2020,SUV,14895.0,,Automatic,Electric,201.0,,13
4589,Volkswagen ID.4,Volkswagen Id.4,220kW GTX Max 77kWh AWD 5dr Auto [135kW Ch] Electric Estate,https://www.autotrader.co.uk/car-details/202303175325234,46450,4.7 (98 reviews) huddersfield (13 miles),2022,SUV,4417.0,,Automatic,Electric,,,13
1892,Kia Niro,KIA Niro,1.6 GDi 4 DCT Euro 6 (s/s) 5dr,https://www.autotrader.co.uk/car-details/202304076069376,22489,5.0 (124 reviews) harrogate (13 miles),2020,SUV,40000.0,1.6L,Automatic,Petrol Hybrid,,2.0,13
2295,Kia Niro,KIA Niro,64kWh 4+ SUV 5dr Electric Auto (201 bhp),https://www.autotrader.co.uk/car-details/202305097159594,24140,knaresborough (13 miles),2021,SUV,34200.0,,Automatic,Electric,,,13
3403,Volvo XC40,Volvo XC40,T5 PHEV Recharge R-Design Pro Auto (Climate & Lounge Pack) 1.5 5dr,https://www.autotrader.co.uk/car-details/202302033905660,34900,4.8 (90 reviews) huddersfield (13 miles),2021,SUV,31259.0,1.5L,Automatic,Petrol Plug-in Hybrid,177.0,,13
3423,Volvo XC40,Volvo XC40,"B4 (P) AWD R-Design Pro Auto (Park Assist, Climate & Seat Packs) 2.0 5dr",https://www.autotrader.co.uk/car-details/202305057049140,38500,4.8 (90 reviews) huddersfield (13 miles),2021,SUV,4009.0,2.0L,Automatic,Petrol Hybrid,194.0,,13
2119,Kia Niro,KIA Niro,3 1.6 5dr,https://www.autotrader.co.uk/car-details/202305077112035,24200,castleford (13 miles),2020,SUV,5995.0,1.6L,Automatic,Petrol Hybrid,139.0,2.0,13
1513,Hyundai Ioniq 5,Hyundai IONIQ 5,73kWh Ultimate Hatchback 5dr Electric Auto (217 ps),https://www.autotrader.co.uk/car-details/202303115126239,42500,harrogate (13 miles),2021,Hatchback,16700.0,,Automatic,Electric,,,13
214,Toyota Corolla,Toyota Corolla,1.8 VVT-h Icon Tech CVT Euro 6 (s/s) 5dr,https://www.autotrader.co.uk/car-details/202303024825907,19495,4.7 (575 reviews) huddersfield (13 miles),2020,Hatchback,29067.0,1.8L,Automatic,Petrol Hybrid,,,13
651,Toyota Corolla,Toyota Corolla,1.8 VVT-h Icon Tech CVT Euro 6 (s/s) 5dr,https://www.autotrader.co.uk/car-details/202303085037511,20995,4.7 (575 reviews) huddersfield (13 miles),2021,Hatchback,18844.0,1.8L,Automatic,Petrol Hybrid,,,13
3760,Volvo XC40,Volvo XC40,"T5 PHEV Inscription Pro Auto (Lounge, Driver Assist & Climate Packs) 1.5 5dr",https://www.autotrader.co.uk/car-details/202211171767858,41900,4.8 (90 reviews) huddersfield (13 miles),2022,SUV,5839.0,1.5L,Automatic,Petrol Plug-in Hybrid,177.0,,13
1870,Kia Niro,KIA Niro,2 1.6 5dr,https://www.autotrader.co.uk/car-details/202304045938820,17870,castleford (13 miles),2020,SUV,47836.0,1.6L,Automatic,Petrol Hybrid,104.0,,13
188,Toyota Corolla,Toyota Corolla,1.8 VVT-h Icon Tech CVT Euro 6 (s/s) 5dr,https://www.autotrader.co.uk/car-details/202302164338874,19795,4.7 (575 reviews) huddersfield (13 miles),2020,Hatchback,16289.0,1.8L,Automatic,Petrol Hybrid,,,13
599,Toyota Corolla,Toyota Corolla,1.8 VVT-i Hybrid Excel 5dr CVT,https://www.autotrader.co.uk/car-details/202302033893138,24991,4.5 (137 reviews) harrogate (13 miles),2021,Hatchback,10699.0,1.8L,Automatic,Petrol Hybrid,,,13
682,Toyota Corolla,Toyota Corolla,1.8 VVT-i Hybrid GR Sport 5dr CVT,https://www.autotrader.co.uk/car-details/202305036964609,24599,4.6 (1392 reviews) castleford (13 miles),2021,Hatchback,14201.0,1.8L,Automatic,Petrol Hybrid,,,13
3674,Volvo XC40,Volvo XC40,"T3 R-Design Auto (Climate, Park Assist & Versatility Packs) 1.5 5dr",https://www.autotrader.co.uk/car-details/202305107217553,34995,4.8 (90 reviews) huddersfield (13 miles),2021,SUV,15250.0,1.5L,Automatic,Petrol,161.0,,13
2226,Kia Niro,KIA E-Niro,100kW 2 39kWh 5dr Auto,https://www.autotrader.co.uk/car-details/202212152553682,20999,4.6 (1392 reviews) castleford (13 miles),2021,SUV,14271.0,,Automatic,Electric,,,13
1880,Kia Niro,KIA Niro,1.6 GDi 4 DCT Euro 6 (s/s) 5dr,https://www.autotrader.co.uk/car-details/202304076069376,22489,5.0 (124 reviews) harrogate (13 miles),2020,SUV,40000.0,1.6L,Automatic,Petrol Hybrid,,2.0,13
713,Toyota Corolla,Toyota Corolla Hatchback,1.8 VVT-i Hybrid Icon 5dr CVT,https://www.autotrader.co.uk/car-details/202211171752638,19995,4.7 (575 reviews) huddersfield (13 miles),2021,Hatchback,9790.0,1.8L,Automatic,Petrol Hybrid,,,13
2906,Kia EV6,KIA EV6,77.4kWh GT Auto AWD 5dr,https://www.autotrader.co.uk/car-details/202305117278061,61488,4.1 (29 reviews) keighley (14 miles),2023,Hatchback,1985.0,,Automatic,Electric,,,14
2793,Kia EV6,KIA EV6,77.4kWh GT-Line S Auto 5dr,https://www.autotrader.co.uk/car-details/202302144254679,46691,4.1 (29 reviews) keighley (14 miles),2021,Hatchback,16311.0,,Automatic,Electric,,,14
1416,Hyundai Ioniq,Hyundai Ioniq,E (100kw) Premium Electric Auto 5Dr Hatch,https://www.autotrader.co.uk/car-details/202210150762210,19785,5.0 (1 review) huddersfield (14 miles),2022,Hatchback,8602.0,,Automatic,Electric,,,14
362,Toyota Corolla,Toyota Corolla,1.8 VVT-i Hybrid Icon Tech 5dr CVT,https://www.autotrader.co.uk/car-details/202303085038975,19800,4.7 (1129 reviews) huddersfield (14 miles),2020,Hatchback,16923.0,1.8L,Automatic,Petrol Hybrid,,,14
1436,Hyundai Ioniq,Hyundai Ioniq,E (100kw) Premium SE Electric Auto 5Dr Hatch,https://www.autotrader.co.uk/car-details/202212192624353,22285,5.0 (1 review) huddersfield (14 miles),2022,Hatchback,9935.0,,Automatic,Electric,,,14
1553,Hyundai Ioniq 5,Hyundai Ioniq 5 Electric Hatchback,168kW Namsan Edition 77 kWh 5dr Auto,https://www.autotrader.co.uk/car-details/202304055978672,51985,5.0 (1 review) huddersfield (14 miles),2022,Hatchback,285.0,,Automatic,Electric,,,14
2789,Kia EV6,KIA EV6,77.4kWh GT-Line Auto 5dr,https://www.autotrader.co.uk/car-details/202212292824747,43940,4.8 (552 reviews) harrogate (14 miles),2021,Hatchback,6999.0,,Automatic,Electric,,,14
2788,Kia EV6,KIA EV6,77.4kWh GT-Line S Auto 5dr,https://www.autotrader.co.uk/car-details/202304286775916,46990,harrogate (14 miles),2021,Hatchback,21999.0,,Automatic,Electric,,,14
2305,Kia Niro,KIA Niro,64kWh 4 Auto 5dr,https://www.autotrader.co.uk/car-details/202303295742246,28404,4.1 (29 reviews) keighley (14 miles),2021,SUV,11776.0,,Automatic,Electric,,,14
4226,Vauxhall Astra,Vauxhall Astra,1.2 Turbo 145 SRi 5dr,https://www.autotrader.co.uk/car-details/202305036973477,12800,4.5 (899 reviews) huddersfield (15 miles),2020,Hatchback,34000.0,1.2L,Manual,Petrol,,,15
2242,Kia Niro,KIA E-Niro,E- 150kW 3 64kWh 5dr Auto Estate,https://www.autotrader.co.uk/car-details/202212202671059,23999,4.4 (33 reviews) huddersfield (15 miles),2021,SUV,32133.0,,Automatic,Electric,,,15
2227,Kia Niro,KIA E-Niro,E- 150kW 2 Long Range 64kWh 5dr Auto Estate,https://www.autotrader.co.uk/car-details/202303095074214,24989,4.4 (33 reviews) huddersfield (15 miles),2021,SUV,7266.0,,Automatic,Electric,,,15
4735,Volkswagen ID.5,Volkswagen Id.5,150kW Max Pro Performance 77kWh 5dr Auto Electric Coupe,https://www.autotrader.co.uk/car-details/202304226542636,47991,4.7 (88 reviews) knaresborough (15 miles),2022,SUV,2000.0,,Automatic,Electric,,,15
4421,Vauxhall Astra,Vauxhall Astra,1.2 Turbo 130 GS Line 5dr Petrol Hatchback,https://www.autotrader.co.uk/car-details/202303295727307,23980,4.6 (1554 reviews) knaresborough (15 miles),2022,Hatchback,20320.0,1.2L,Manual,Petrol,,,15
4729,Volkswagen ID.5,Volkswagen Id.5,128kW Style Pro 77kWh 5dr Auto Electric Coupe,https://www.autotrader.co.uk/car-details/202303305766651,39991,4.7 (88 reviews) knaresborough (15 miles),2022,SUV,5876.0,,Automatic,Electric,,,15
4425,Vauxhall Astra,Vauxhall Astra,1.6 Hybrid GS Line 5dr Auto Hatchback,https://www.autotrader.co.uk/car-details/202304286788065,29980,4.6 (1554 reviews) knaresborough (15 miles),2022,Hatchback,200.0,1.6L,Automatic,Petrol Plug-in Hybrid,,2.0,15
3077,Volvo XC40,Volvo XC40,R-DESIGN T4 2.0 5dr,https://www.autotrader.co.uk/car-details/202304126208803,33989,5.0 (5 reviews) knaresborough (15 miles),2020,SUV,5321.0,2.0L,Automatic,Petrol,188.0,,15
67,Toyota Corolla,Toyota Corolla,1.8 VVT-h Excel Touring Sports CVT Euro 6 (s/s) 5dr,https://www.autotrader.co.uk/car-details/202212022217967,17495,5.0 (170 reviews) huddersfield (15 miles),2020,Estate,95450.0,1.8L,Automatic,Petrol Hybrid,,,15
810,Toyota Corolla,Toyota Corolla Hatchback,2.0 VVT-i Hybrid GR Sport 5dr CVT,https://www.autotrader.co.uk/car-details/202304025889009,25490,4.7 (432 reviews) knaresborough (15 miles),2022,Hatchback,13883.0,2.0L,Automatic,Petrol Hybrid,,,15
1881,Kia Niro,KIA E-Niro,E- 150kW 4 64kWh 5dr Auto Estate,https://www.autotrader.co.uk/car-details/202302144273233,23999,4.4 (33 reviews) huddersfield (15 miles),2020,SUV,17000.0,,Automatic,Electric,,,15
4457,Vauxhall Astra,Vauxhall Astra,1.6 Hybrid GS Line 5dr Auto Hatchback,https://www.autotrader.co.uk/car-details/202303295727308,28480,4.6 (1554 reviews) knaresborough (15 miles),2022,Hatchback,10559.0,1.6L,Automatic,Petrol Plug-in Hybrid,,,15
809,Toyota Corolla,Toyota Corolla Touring Sport,1.8 VVT-i Hybrid Design 5dr CVT,https://www.autotrader.co.uk/car-details/202304276745145,27990,4.7 (432 reviews) knaresborough (15 miles),2022,Estate,5051.0,1.8L,Automatic,Petrol Hybrid,,,15
65,Toyota Corolla,Toyota Corolla,1.8 VVT-h Icon Tech CVT Euro 6 (s/s) 5dr,https://www.autotrader.co.uk/car-details/202305127307994,16495,5.0 (170 reviews) huddersfield (15 miles),2020,Hatchback,46700.0,1.8L,Automatic,Petrol Hybrid,,,15
3117,Volvo XC40,Volvo XC40,1.5 T3 [163] R DESIGN Pro 5dr,https://www.autotrader.co.uk/car-details/202304015853324,29411,5.0 (5 reviews) knaresborough (15 miles),2020,SUV,20495.0,1.5L,Manual,Petrol,161.0,,15
4478,Vauxhall Astra,Vauxhall Astra,1.2 Turbo 130 Design 5dr Auto,https://www.autotrader.co.uk/car-details/202304045972132,25500,4.5 (899 reviews) huddersfield (15 miles),2023,Hatchback,5.0,1.2L,Automatic,Petrol,,,15
3544,Volvo XC40,Volvo XC40,2.0 B4P R DESIGN Pro 5dr AWD Auto,https://www.autotrader.co.uk/car-details/202302164319676,37439,5.0 (5 reviews) knaresborough (15 miles),2021,SUV,13503.0,2.0L,Automatic,Petrol Hybrid,194.0,,15
3143,Volvo XC40,Volvo XC40,1.5 T3 [163] Inscription Pro 5dr Geartronic,https://www.autotrader.co.uk/car-details/202305046987505,31488,5.0 (5 reviews) knaresborough (15 miles),2020,SUV,15448.0,1.5L,Automatic,Petrol,161.0,,15
4483,Vauxhall Astra,Vauxhall Astra,Astra 1.2 Turbo 130 Ultimate 5dr Hatchback,https://www.autotrader.co.uk/car-details/202302013841750,31900,4.5 (899 reviews) huddersfield (15 miles),2023,Hatchback,100.0,1.2L,Manual,Petrol,,,15
1944,Kia Niro,KIA Niro,4 5dr,https://www.autotrader.co.uk/car-details/202301133229090,25995,5.0 (37 reviews) knaresborough (15 miles),2020,SUV,16213.0,,Automatic,Electric,,,15
789,Toyota Corolla,Toyota Corolla Hatchback,1.8 VVT-i Hybrid Icon Tech 5dr CVT,https://www.autotrader.co.uk/car-details/202302104123798,21490,4.7 (432 reviews) knaresborough (15 miles),2022,Hatchback,17226.0,1.8L,Automatic,Petrol Hybrid,,,15
4567,Volkswagen ID.4,Volkswagen Id.4,109kW Life Pure 52kWh 5dr Auto [110kW Ch] Electric Estate,https://www.autotrader.co.uk/car-details/202303165287671,31991,4.7 (88 reviews) knaresborough (15 miles),2022,SUV,3000.0,,Automatic,Electric,,,15
3863,Volvo XC40,Volvo XC40,1.5 T4 Recharge PHEV R DESIGN 5dr Auto,https://www.autotrader.co.uk/car-details/202302074007991,37430,5.0 (5 reviews) knaresborough (15 miles),2022,SUV,3285.0,1.5L,Automatic,Petrol Plug-in Hybrid,,,15
1890,Kia Niro,KIA E-Niro,E- 150kW 4 64kWh 5dr Auto Estate,https://www.autotrader.co.uk/car-details/202302144273233,23999,4.4 (33 reviews) huddersfield (15 miles),2020,SUV,17000.0,,Automatic,Electric,,,15
1846,Honda Civic,Honda Civic,2.0 VTEC Turbo Type R Euro 6 (s/s) 5dr,https://www.autotrader.co.uk/car-details/202304286781726,55995,5.0 (298 reviews) knaresborough (15 miles),2023,Hatchback,22.0,2.0L,Manual,Petrol,,,15
796,Toyota Corolla,Toyota Corolla Hatchback,2.0 VVT-i Hybrid Excel PAN ROOF 5dr CVT,https://www.autotrader.co.uk/car-details/202301063016451,26495,4.7 (310 reviews) keighley (16 miles),2022,Hatchback,11853.0,2.0L,Automatic,Petrol Hybrid,,,16
746,Toyota Corolla,Toyota Corolla Hatchback,1.8 VVT-i Hybrid Icon Tech 5dr CVT,https://www.autotrader.co.uk/car-details/202208309263119,21895,4.7 (310 reviews) keighley (16 miles),2021,Hatchback,15626.0,1.8L,Automatic,Petrol Hybrid,,,16
595,Toyota Corolla,Toyota Corolla Hatchback,1.8 VVT-i Hybrid GR Sport 5dr CVT,https://www.autotrader.co.uk/car-details/202209280200937,25995,4.7 (310 reviews) keighley (16 miles),2021,Hatchback,4752.0,1.8L,Automatic,Petrol Hybrid,,,16
1851,Honda Civic,Honda Civic,2.0 VTEC Turbo Type R Hatchback 5dr Petrol Manual Euro 6 (s/s) (329 ps),https://www.autotrader.co.uk/car-details/202305137325339,52995,holmfirth (18 miles),2023,Hatchback,890.0,2.0L,Manual,Petrol,,,18
4743,Volkswagen ID.5,Volkswagen ID.5,ID.5 Style 77kWh Pro 174PS 1-speed automatic 5 Door 2023,https://www.autotrader.co.uk/car-details/202302164338108,41485,5.0 (60 reviews) barnsley (18 miles),2022,SUV,4987.0,,Automatic,Electric,,,18
4680,Volkswagen ID.4,Volkswagen Id.4,150kW Family Pro Performance 77kWh 5dr Auto Electric Estate,https://www.autotrader.co.uk/car-details/202304136228728,43985,4.7 (144 reviews) keighley (18 miles),2023,SUV,4250.0,,Automatic,Electric,,,18
4271,Vauxhall Astra,Vauxhall Astra,1.2 Turbo 145 Elite Nav 5dr Petrol Hatchback,https://www.autotrader.co.uk/car-details/202302254616924,16498,4.6 (814 reviews) keighley (18 miles),2020,Hatchback,7593.0,1.2L,Manual,Petrol,,,18
4571,Volkswagen ID.4,Volkswagen Id.4,109kW Life Pure 52kWh 5dr Auto [110kW Ch] Electric Estate,https://www.autotrader.co.uk/car-details/202303155248398,33645,4.7 (144 reviews) keighley (18 miles),2022,SUV,2855.0,,Automatic,Electric,,,18
580,Toyota Corolla,Toyota Corolla Touring Sport,1.8 VVT-i Hybrid Excel 5dr CVT,https://www.autotrader.co.uk/car-details/202304286787850,25990,4.8 (92 reviews) barnsley (18 miles),2021,Estate,10500.0,1.8L,Automatic,Petrol Hybrid,,,18
671,Toyota Corolla,Toyota Corolla,1.8 VVT-h Icon Tech CVT Euro 6 (s/s) 5dr,https://www.autotrader.co.uk/car-details/202305157381784,21790,4.8 (92 reviews) barnsley (18 miles),2021,Hatchback,13587.0,1.8L,Automatic,Petrol Hybrid,,,18
4380,Vauxhall Astra,Vauxhall Astra,1.2 Turbo 145 Elite Nav Premium 5dr Petrol Hatchback,https://www.autotrader.co.uk/car-details/202303044882369,16300,4.6 (814 reviews) keighley (18 miles),2021,Hatchback,20212.0,1.2L,Manual,Petrol,,,18
4746,Volkswagen ID.5,Volkswagen Id.5,128kW Style Pro 77kWh 5dr Auto Electric Coupe,https://www.autotrader.co.uk/car-details/202303155248395,40485,4.7 (144 reviews) keighley (18 miles),2022,SUV,2232.0,,Automatic,Electric,,,18
2592,Kia Niro,KIA Niro,150kW 4 64kWh 5dr Auto,https://www.autotrader.co.uk/car-details/202303235548780,38450,4.6 (7 reviews) barnsley (19 miles),2022,SUV,1925.0,,Automatic,Electric,,,19
2395,Kia Niro,KIA E-Niro,64 kWh 4+ 5dr,https://www.autotrader.co.uk/car-details/202303235551118,29999,4.8 (38 reviews) barnsley (20 miles),2021,SUV,8748.0,,Automatic,Electric,,,20
2147,Kia Niro,KIA E-Niro,64 kWh 4 5dr,https://www.autotrader.co.uk/car-details/202301032921052,30169,4.8 (38 reviews) barnsley (20 miles),2020,SUV,5456.0,,Automatic,Electric,,,20
2314,Kia Niro,KIA E-Niro,64 kWh 4+ 5dr,https://www.autotrader.co.uk/car-details/202302023856431,32000,4.8 (38 reviews) barnsley (20 miles),2021,SUV,8975.0,,Automatic,Electric,,,20
2299,Kia Niro,KIA E-Niro,64 kWh 4+ 5dr,https://www.autotrader.co.uk/car-details/202302164331978,31027,4.8 (38 reviews) barnsley (20 miles),2021,SUV,8821.0,,Automatic,Electric,,,20
2264,Kia Niro,KIA E-Niro,64 kWh 3 5dr,https://www.autotrader.co.uk/car-details/202301093096755,27392,4.8 (38 reviews) barnsley (20 miles),2021,SUV,23802.0,,Automatic,Electric,,,20
2002,Kia Niro,KIA Niro,1.6 GDi 2 5dr,https://www.autotrader.co.uk/car-details/202304176386676,20391,4.8 (38 reviews) barnsley (20 miles),2020,SUV,13628.0,1.6L,Automatic,Petrol Hybrid,,,20
2421,Kia Niro,KIA E-Niro,64 kWh 4+ 5dr,https://www.autotrader.co.uk/car-details/202210030366885,31760,4.8 (38 reviews) barnsley (20 miles),2021,SUV,6821.0,,Automatic,Electric,,,20
2263,Kia Niro,KIA Niro,1.6 GDi 3 5dr,https://www.autotrader.co.uk/car-details/202305097180341,23863,4.8 (38 reviews) barnsley (20 miles),2021,SUV,8592.0,1.6L,Automatic,Petrol Hybrid,,,20
2739,Kia Niro,KIA E-Niro,64 kWh 2 5dr,https://www.autotrader.co.uk/car-details/202303285716501,27056,4.8 (38 reviews) barnsley (20 miles),2022,SUV,13287.0,,Automatic,Electric,,,20
2721,Kia Niro,KIA E-Niro,64 kWh 2 5dr,https://www.autotrader.co.uk/car-details/202303285716523,28044,4.8 (38 reviews) barnsley (20 miles),2022,SUV,6602.0,,Automatic,Electric,,,20
3746,Volvo XC40,Volvo XC40,T4 PHEV Core Bright Auto 1.5 5dr,https://www.autotrader.co.uk/car-details/202301183376825,34995,4.8 (1504 reviews) york (22 miles),2022,SUV,5901.0,1.5L,Automatic,Petrol Plug-in Hybrid,,,22
3763,Volvo XC40,Volvo XC40,"T3 R-Design Auto (Sunroof, Driver Assist & Climate Packs) 1.5 5dr",https://www.autotrader.co.uk/car-details/202305067084653,35150,4.8 (1504 reviews) york (22 miles),2022,SUV,13727.0,1.5L,Automatic,Petrol,161.0,,22
1555,Hyundai Ioniq 5,Hyundai Ioniq 5 Electric Hatchback,168kW Ultimate 77 kWh 5dr Auto,https://www.autotrader.co.uk/car-details/202305016876794,47490,4.6 (315 reviews) york (22 miles),2022,Hatchback,6575.0,,Automatic,Electric,,,22
848,Toyota Corolla,Toyota Corolla,1.8 VVT-i Hybrid Icon 5dr CVT,https://www.autotrader.co.uk/car-details/202304055979592,22500,4.8 (976 reviews) york (22 miles),2022,Hatchback,11103.0,1.8L,Automatic,Petrol Hybrid,,,22
3788,Volvo XC40,Volvo XC40,T5 PHEV Ultimate Bright Auto 1.5 5dr,https://www.autotrader.co.uk/car-details/202301183376847,42995,4.8 (1504 reviews) york (22 miles),2022,SUV,5177.0,1.5L,Automatic,Petrol Plug-in Hybrid,177.0,,22
3744,Volvo XC40,Volvo XC40,B4 (P) Ultimate Dark Auto 2.0 5dr,https://www.autotrader.co.uk/car-details/202301183376849,39500,4.8 (1504 reviews) york (22 miles),2022,SUV,5277.0,2.0L,Automatic,Petrol Hybrid,194.0,,22
3818,Volvo XC40,Volvo XC40,T4 PHEV Plus Dark Auto 1.5 5dr,https://www.autotrader.co.uk/car-details/202301183376828,37995,4.8 (1504 reviews) york (22 miles),2022,SUV,5761.0,1.5L,Automatic,Petrol Plug-in Hybrid,,,22
3900,Volvo XC40,Volvo XC40,T4 PHEV Plus Dark Auto 1.5 5dr,https://www.autotrader.co.uk/car-details/202301183376845,36500,4.8 (1504 reviews) york (22 miles),2022,SUV,7080.0,1.5L,Automatic,Petrol Plug-in Hybrid,,,22
4127,Volvo XC40,Volvo XC40,B4 (P) Ultimate Dark Auto 2.0 5dr,https://www.autotrader.co.uk/car-details/202303165316764,42250,4.8 (1504 reviews) york (22 miles),2023,SUV,1077.0,2.0L,Automatic,Petrol Hybrid,194.0,,22
3823,Volvo XC40,Volvo XC40,B3 Core Dark Auto 2.0 5dr,https://www.autotrader.co.uk/car-details/202302164318199,31500,4.8 (1504 reviews) york (22 miles),2022,SUV,3077.0,2.0L,Automatic,Petrol Hybrid,161.0,,22
4150,Volvo XC40,Volvo XC40,B4 (P) Ultimate Dark Auto 2.0 5dr,https://www.autotrader.co.uk/car-details/202303034846671,42250,4.8 (1504 reviews) york (22 miles),2023,SUV,377.0,2.0L,Automatic,Petrol Hybrid,194.0,,22
3826,Volvo XC40,Volvo XC40,T4 PHEV Plus Dark Auto 1.5 5dr,https://www.autotrader.co.uk/car-details/202301183376827,36995,4.8 (1504 reviews) york (22 miles),2022,SUV,5842.0,1.5L,Automatic,Petrol Plug-in Hybrid,,,22
4187,Volvo XC40,Volvo XC40,T5 PHEV Ultimate Dark Auto 1.5 5dr,https://www.autotrader.co.uk/car-details/202305117260370,44750,4.8 (1504 reviews) york (22 miles),2023,SUV,1077.0,1.5L,Automatic,Petrol,,,22
2976,Volvo XC40,Volvo XC40,T5 PHEV Inscription Pro Auto (360 Camera & Intellisafe Pack) 1.5 5dr,https://www.autotrader.co.uk/car-details/202302084064798,31500,4.8 (1504 reviews) york (22 miles),2020,SUV,32784.0,1.5L,Automatic,Petrol Plug-in Hybrid,177.0,,22
3820,Volvo XC40,Volvo XC40,T5 PHEV Ultimate Bright Auto 1.5 5dr,https://www.autotrader.co.uk/car-details/202302164318202,43500,4.8 (1504 reviews) york (22 miles),2022,SUV,4685.0,1.5L,Automatic,Petrol Plug-in Hybrid,177.0,,22
4180,Volvo XC40,Volvo XC40,B4 (P) Ultimate Dark Auto 2.0 5dr,https://www.autotrader.co.uk/car-details/202303095080250,41750,4.8 (1504 reviews) york (22 miles),2023,SUV,2877.0,2.0L,Automatic,Petrol Hybrid,194.0,,22
3737,Volvo XC40,Volvo XC40,B4 (P) AWD Plus Dark Auto 2.0 5dr,https://www.autotrader.co.uk/car-details/202303155277836,37695,4.8 (1504 reviews) york (22 miles),2022,SUV,4891.0,2.0L,Automatic,Petrol Hybrid,194.0,,22
3736,Volvo XC40,Volvo XC40,T5 PHEV Inscription Pro Auto (Lighting Pack & Sunroof) 1.5 5dr,https://www.autotrader.co.uk/car-details/202301052980781,38500,4.8 (1504 reviews) york (22 miles),2022,SUV,4063.0,1.5L,Automatic,Petrol Plug-in Hybrid,177.0,,22
4064,Volvo XC40,Volvo XC40,B4 (P) Ultimate Dark Auto 2.0 5dr,https://www.autotrader.co.uk/car-details/202304286783560,41995,4.8 (1504 reviews) york (22 miles),2023,SUV,2077.0,2.0L,Automatic,Petrol Hybrid,194.0,,22
3399,Volvo XC40,Volvo XC40,"T5 PHEV R-Design Auto (Climate, Park Assist & Versatility Packs) 1.5 5dr",https://www.autotrader.co.uk/car-details/202303145238991,32995,4.8 (1504 reviews) york (22 miles),2021,SUV,20231.0,1.5L,Automatic,Petrol Plug-in Hybrid,177.0,,22
